Employee_ID,Age,Gender,Department,Job_Role,City,Education,Employment_Type,Experience_Years,Salary,Joining_Date,Tenure_Years,Performance_Rating,Job_Satisfaction,Overtime,Monthly_Work_Hours,Leave_Days,Absent_Days,Manager_ID,Attrition,Attrition_Flag,Age_Group,Experience_Group,Tenure_Group
E00634,32,Male,HR,Recruiter,Hyderabad,Bachelor's,Full-Time,9,117000,2020-01-26,6.6,4.0,5.0,No,177,5.0,4,M039,No,0,26-35,6-10,6-10
E00635,24,Female,IT,IT Support,Mumbai,Bachelor's,Full-Time,2,81000,2025-07-27,1.1,4.0,4.0,No,164,8.0,0,M097,No,0,18-25,0-2,0-2
E00636,35,Male,Finance,Accountant,Pune,Bachelor's,Contract,12,97000,2019-01-26,7.6,4.0,4.0,No,176,13.0,1,M059,No,0,26-35,11-20,6-10
E00637,43,Male,HR,HR Executive,Chennai,Master's,Full-Time,25,170000,2012-10-08,13.9,4.0,5.0,Yes,139,9.0,6,M065,No,0,36-45,21+,11-20
E00638,35,Female,Sales,Sales Manager,Chennai,MBA,Full-Time,10,124000,2020-05-14,6.3,4.0,3.0,No,140,9.0,2,M111,No,0,26-35,6-10,6-10
E00639,45,Male,Sales,Business Development Executive,Hyderabad,Bachelor's,Full-Time,23,148000,2009-04-08,17.4,3.0,3.0,No,209,5.0,2,M001,No,0,36-45,21+,11-20
E00640,43,Male,Finance,Financial Analyst,Bangalore,Bachelor's,Full-Time,22,138000,2010-01-25,16.6,5.0,4.0,Yes,190,7.0,2,M120,No,0,36-45,21+,11-20
E00641,39,Male,IT,BI Analyst,Delhi,Master's,Full-Time,13,128000,2018-03-03,8.5,3.0,2.0,Yes,182,5.0,1,M105,Yes,1,36-45,11-20,6-10
E00642,35,Female,Sales,Business Development Executive,Lucknow,MBA,Part-Time,11,61000,2017-09-01,9.0,3.0,2.0,No,156,14.0,3,M110,Yes,1,26-35,11-20,6-10
E00643,34,Female,Sales,Business Development Executive,Hyderabad,Bachelor's,Full-Time,12,126000,2019-12-20,6.7,3.0,4.0,Yes,164,8.0,2,M045,Yes,1,26-35,11-20,6-10
E00644,39,Male,Sales,Sales Executive,Hyderabad,Bachelor's,Contract,15,114000,2018-06-20,8.2,3.0,3.0,Yes,168,8.0,4,M019,Yes,1,36-45,11-20,6-10
E00645,31,Female,IT,BI Analyst,Mumbai,Master's,Full-Time,7,98000,2021-10-08,4.9,5.0,5.0,No,192,6.0,2,M048,No,0,26-35,6-10,3-5
E00646,21,Male,Customer Support,Support Analyst,Delhi,Bachelor's,Full-Time,0,64000,2026-06-20,0.2,3.0,4.0,Yes,175,6.0,2,M049,No,0,18-25,0-2,0-2
E00647,37,Male,Operations,Operations Analyst,Noida,Bachelor's,Part-Time,17,89000,2018-09-01,8.0,5.0,3.0,No,177,7.0,6,M073,Yes,1,36-45,11-20,6-10
E00648,26,Female,Operations,Operations Executive,Pune,Master's,Part-Time,3,35000,2024-07-26,2.1,2.0,4.0,No,165,9.0,4,M014,No,0,26-35,3-5,3-5
E00649,27,Male,Marketing,Digital Marketing Analyst,Chennai,Master's,Contract,8,79000,2021-11-13,4.8,3.0,3.0,No,182,2.0,5,M067,No,0,26-35,6-10,3-5
E00650,34,Male,Finance,Accountant,Delhi,Master's,Full-Time,10,114000,2019-03-03,7.5,4.0,5.0,Yes,173,12.0,4,M030,Yes,1,26-35,6-10,6-10
E00651,33,Male,IT,Software Engineer,Pune,Master's,Contract,8,96000,2020-06-20,6.2,3.0,3.0,No,169,8.0,5,M105,No,0,26-35,6-10,6-10
E00652,24,Female,HR,HR Manager,Mumbai,Master's,Full-Time,7,87000,2021-12-20,4.7,2.0,2.0,No,155,6.0,6,M116,No,0,18-25,6-10,3-5
E00653,35,Male,Operations,Operations Executive,Pune,Bachelor's,Part-Time,11,64000,2021-09-01,5.0,4.0,3.0,No,166,9.0,5,M065,No,0,26-35,11-20,3-5
E00654,41,Female,Operations,Process Associate,Delhi,Bachelor's,Full-Time,16,119000,2015-05-15,11.3,4.0,3.0,No,149,14.0,4,M069,No,0,36-45,11-20,11-20
E00655,26,Female,Finance,Accountant,Delhi,Bachelor's,Full-Time,0,72000,2026-06-20,0.2,2.0,2.0,No,167,5.0,3,M087,Yes,1,26-35,0-2,0-2
E00656,43,Male,IT,BI Analyst,Pune,Bachelor's,Contract,24,133000,2013-06-20,13.2,3.0,3.0,No,170,3.0,7,M006,No,0,36-45,21+,11-20
E00657,23,Female,Sales,Account Manager,Lucknow,Master's,Full-Time,0,66000,2026-06-20,0.2,3.0,4.0,Yes,125,5.0,4,M084,Yes,1,18-25,0-2,0-2
E00658,49,Male,Finance,Financial Analyst,Bangalore,MBA,Full-Time,26,187000,2008-09-01,18.0,5.0,5.0,No,164,12.0,6,M046,No,0,46-55,21+,11-20
E00659,31,Male,Operations,Operations Manager,Chennai,PhD,Full-Time,9,132000,2021-07-27,5.1,3.0,2.0,No,147,7.0,6,M042,No,0,26-35,6-10,6-10
E00660,35,Female,HR,HR Executive,Mumbai,Master's,Full-Time,16,132000,2018-01-25,8.6,4.0,5.0,No,177,3.0,4,M072,No,0,26-35,11-20,6-10
E00661,21,Female,Sales,Account Manager,Delhi,Bachelor's,Full-Time,0,53000,2026-06-20,0.2,4.0,3.0,No,179,11.0,2,M061,No,0,18-25,0-2,0-2
E00662,34,Male,Customer Support,Support Executive,Bangalore,Bachelor's,Full-Time,18,133000,2014-07-27,12.1,3.0,4.0,No,160,6.0,6,M031,No,0,26-35,11-20,11-20
E00663,36,Male,Operations,Process Associate,Mumbai,MBA,Part-Time,14,79000,2015-01-26,11.6,3.0,2.0,No,178,9.0,2,M079,No,0,36-45,11-20,11-20
E00664,33,Male,Sales,Sales Manager,Hyderabad,Master's,Full-Time,14,117000,2016-12-20,9.7,3.0,4.0,No,179,4.0,4,M026,No,0,26-35,11-20,6-10
E00665,30,Male,IT,Data Engineer,Bangalore,Master's,Full-Time,10,143000,2020-12-20,5.7,4.0,2.0,No,164,6.0,4,M058,No,0,26-35,6-10,6-10
E00666,27,Male,IT,BI Analyst,Hyderabad,MBA,Full-Time,5,102000,2023-03-03,3.5,4.0,4.0,Yes,196,7.0,4,M033,No,0,26-35,3-5,3-5
E00667,42,Male,Sales,Account Manager,Lucknow,Master's,Full-Time,19,147000,2013-05-15,13.3,4.0,4.0,No,155,10.0,2,M112,No,0,36-45,11-20,11-20
E00668,34,Female,IT,Software Engineer,Bangalore,MBA,Full-Time,13,140000,2017-09-01,9.0,3.0,3.0,No,194,6.0,5,M052,No,0,26-35,11-20,6-10
E00669,45,Male,Sales,Sales Manager,Chennai,Bachelor's,Full-Time,24,178000,2014-05-15,12.3,4.0,3.0,No,164,6.0,5,M103,Yes,1,36-45,21+,11-20
E00670,30,Male,Sales,Sales Executive,Delhi,Master's,Full-Time,7,85000,2021-10-08,4.9,3.0,4.0,No,153,8.0,4,M032,No,0,26-35,6-10,3-5
E00671,31,Female,IT,Data Engineer,Pune,MBA,Contract,9,97000,2021-01-25,5.6,3.0,4.0,No,162,9.0,3,M054,Yes,1,26-35,6-10,6-10
E00672,40,Female,Customer Support,Support Analyst,Mumbai,Bachelor's,Full-Time,21,159000,2017-01-25,9.6,4.0,3.0,No,148,7.0,4,M001,Yes,1,36-45,21+,6-10
E00673,23,Male,IT,Software Engineer,Bangalore,Master's,Full-Time,6,107000,2022-09-01,4.0,4.0,4.0,No,182,7.0,3,M005,No,0,18-25,6-10,3-5
E00674,26,Male,HR,HR Analyst,Bangalore,Bachelor's,Full-Time,6,74000,2021-07-27,5.1,4.0,4.0,No,139,15.0,3,M022,No,0,26-35,6-10,6-10
E00675,42,Female,Finance,Finance Manager,Bangalore,PhD,Full-Time,25,185000,2011-12-20,14.7,4.0,4.0,No,193,12.0,7,M095,No,0,36-45,21+,11-20
E00676,26,Male,Customer Support,Support Analyst,Bangalore,Bachelor's,Full-Time,2,62000,2024-12-20,1.7,3.0,3.0,Yes,151,4.0,3,M106,No,0,26-35,0-2,0-2
E00677,21,Male,IT,Data Engineer,Pune,Master's,Part-Time,1,65000,2026-03-03,0.5,3.0,3.0,Yes,183,8.0,1,M117,No,0,18-25,0-2,0-2
E00678,47,Female,Finance,Accountant,Noida,Bachelor's,Full-Time,28,183000,2008-09-01,18.0,3.0,4.0,Yes,168,8.0,2,M005,No,0,46-55,21+,11-20
E00679,24,Male,Customer Support,Customer Success Associate,Chennai,Master's,Full-Time,0,68000,2026-06-20,0.2,3.0,3.0,Yes,173,8.0,1,M008,No,0,18-25,0-2,0-2
E00680,35,Male,Marketing,Marketing Manager,Pune,Bachelor's,Full-Time,12,100000,2019-12-20,6.7,3.0,2.0,No,157,7.0,2,M070,No,0,26-35,11-20,6-10
E00681,34,Male,Marketing,Brand Executive,Bangalore,Bachelor's,Full-Time,16,117000,2015-10-08,10.9,3.0,3.0,No,174,4.0,3,M063,No,0,26-35,11-20,11-20
E00682,21,Male,Sales,Sales Manager,Mumbai,Bachelor's,Contract,0,44000,2026-06-20,0.2,3.0,4.0,Yes,170,8.0,7,M010,No,0,18-25,0-2,0-2
E00683,32,Male,IT,IT Support,Mumbai,MBA,Full-Time,7,126000,2021-05-15,5.3,3.0,3.0,No,142,7.0,4,M110,No,0,26-35,6-10,6-10
E00684,37,Other,Operations,Operations Manager,Mumbai,Bachelor's,Full-Time,19,138000,2013-06-20,13.2,4.0,4.0,No,151,6.0,7,M062,No,0,36-45,11-20,11-20
E00685,36,Male,Customer Support,Support Executive,Hyderabad,Bachelor's,Full-Time,17,126000,2014-12-20,11.7,4.0,4.0,No,158,7.0,2,M040,Yes,1,36-45,11-20,11-20
E00686,40,Male,HR,HR Manager,Hyderabad,MBA,Full-Time,19,154000,2011-03-03,15.5,3.0,4.0,Yes,154,8.0,1,M102,Yes,1,36-45,11-20,11-20
E00687,31,Male,HR,Recruiter,Delhi,Bachelor's,Full-Time,9,108000,2020-12-20,5.7,3.0,3.0,Yes,191,6.0,6,M105,No,0,26-35,6-10,6-10
E00688,39,Female,Sales,Sales Manager,Delhi,MBA,Full-Time,16,136000,2018-01-25,8.6,2.0,2.0,No,168,10.0,4,M047,No,0,36-45,11-20,6-10
E00689,29,Male,Operations,Operations Analyst,Chennai,Bachelor's,Full-Time,8,98000,2022-07-27,4.1,4.0,5.0,No,154,10.0,4,M080,Yes,1,26-35,6-10,3-5
E00690,24,Male,Sales,Sales Manager,Chennai,Master's,Full-Time,6,89000,2022-12-20,3.7,2.0,2.0,Yes,159,9.0,6,M056,No,0,18-25,6-10,3-5
E00691,25,Female,Sales,Business Development Executive,Mumbai,Bachelor's,Full-Time,4,97000,2023-10-08,2.9,3.0,4.0,No,159,12.0,6,M028,No,0,18-25,3-5,3-5
E00692,24,Male,Finance,Accountant,Noida,Bachelor's,Full-Time,7,90000,2023-05-15,3.3,4.0,5.0,No,163,8.0,6,M056,No,0,18-25,6-10,3-5
E00693,41,Male,HR,HR Analyst,Lucknow,Master's,Contract,17,102000,2018-03-03,8.5,4.0,4.0,No,149,11.0,4,M001,No,0,36-45,11-20,6-10
E00694,23,Male,Sales,Sales Executive,Mumbai,Master's,Full-Time,1,80000,2026-03-03,0.5,2.0,2.0,No,153,9.0,5,M110,Yes,1,18-25,0-2,0-2
E00695,36,Male,IT,IT Support,Delhi,MBA,Part-Time,13,87000,2017-10-08,8.9,4.0,4.0,No,182,8.0,4,M052,No,0,36-45,11-20,6-10
E00696,32,Male,Operations,Operations Manager,Hyderabad,Bachelor's,Full-Time,7,90000,2022-11-14,3.8,4.0,3.0,No,171,12.0,2,M082,No,0,26-35,6-10,3-5
E00697,33,Female,Sales,Sales Manager,Lucknow,Bachelor's,Contract,11,86000,2020-12-20,5.7,3.0,3.0,No,165,8.0,4,M062,No,0,26-35,11-20,6-10
E00698,44,Male,Operations,Operations Manager,Noida,Bachelor's,Full-Time,23,145000,2010-11-14,15.8,4.0,4.0,No,168,7.0,5,M103,No,0,36-45,21+,11-20
E00699,31,Male,IT,IT Support,Bangalore,PhD,Full-Time,10,147000,2019-03-03,7.5,3.0,4.0,No,167,3.0,5,M108,No,0,26-35,6-10,6-10
E00700,38,Male,Finance,Finance Manager,Delhi,Bachelor's,Full-Time,21,164000,2014-06-20,12.2,4.0,3.0,No,164,6.0,5,M042,No,0,36-45,21+,11-20
E00701,34,Male,HR,HR Analyst,Hyderabad,Bachelor's,Full-Time,13,127000,2017-10-08,8.9,2.0,3.0,No,177,9.0,2,M047,No,0,26-35,11-20,6-10
E00702,33,Male,IT,Data Engineer,Hyderabad,Bachelor's,Full-Time,14,126000,2019-11-14,6.8,3.0,3.0,No,176,9.0,0,M118,No,0,26-35,11-20,6-10
E00703,50,Female,Sales,Sales Manager,Bangalore,Master's,Full-Time,28,192000,2008-09-01,18.0,5.0,5.0,No,140,10.0,3,M103,No,0,46-55,21+,11-20
E00704,24,Male,IT,Software Engineer,Noida,Bachelor's,Contract,6,78000,2023-03-03,3.5,2.0,3.0,No,166,13.0,9,M037,No,0,18-25,6-10,3-5
E00705,43,Female,IT,BI Analyst,Pune,MBA,Full-Time,27,208000,2008-09-01,18.0,4.0,3.0,No,141,7.0,6,M011,No,0,36-45,21+,11-20
E00706,39,Male,Customer Support,Support Analyst,Noida,Bachelor's,Full-Time,18,138000,2011-07-27,15.1,3.0,2.0,No,179,4.0,0,M067,Yes,1,36-45,11-20,11-20
E00707,31,Male,Sales,Business Development Executive,Noida,MBA,Full-Time,7,105000,2021-05-15,5.3,4.0,4.0,Yes,182,12.0,3,M029,Yes,1,26-35,6-10,6-10
E00708,45,Male,Marketing,Marketing Executive,Chennai,Bachelor's,Full-Time,22,142000,2016-07-26,10.1,5.0,3.0,No,157,6.0,3,M004,No,0,36-45,21+,11-20
E00709,21,Male,Sales,Sales Executive,Delhi,Master's,Full-Time,0,87000,2026-06-20,0.2,4.0,4.0,No,166,7.0,3,M095,No,0,18-25,0-2,0-2
E00710,30,Male,Operations,Process Associate,Pune,MBA,Full-Time,9,113000,2022-04-08,4.4,2.0,2.0,No,130,5.0,7,M011,No,0,26-35,6-10,3-5
E00711,26,Male,Operations,Process Associate,Bangalore,Bachelor's,Full-Time,6,78000,2021-11-13,4.8,4.0,3.0,No,186,6.0,4,M030,No,0,26-35,6-10,3-5
E00712,37,Female,Operations,Operations Analyst,Pune,PhD,Full-Time,16,147000,2014-05-15,12.3,5.0,3.0,Yes,181,9.0,1,M079,No,0,36-45,11-20,11-20
E00713,26,Male,Finance,Audit Associate,Bangalore,Bachelor's,Contract,4,53000,2023-04-09,3.4,3.0,4.0,No,189,5.0,1,M079,No,0,26-35,3-5,3-5
E00714,37,Male,Finance,Financial Analyst,Pune,MBA,Full-Time,13,144000,2017-09-01,9.0,4.0,4.0,No,195,7.0,4,M058,No,0,36-45,11-20,6-10
E00715,33,Male,Sales,Account Manager,Mumbai,Master's,Contract,12,81000,2018-10-08,7.9,3.0,4.0,No,146,10.0,2,M032,No,0,26-35,11-20,6-10
E00716,31,Male,Customer Support,Support Executive,Bangalore,Bachelor's,Full-Time,14,109000,2017-06-20,9.2,4.0,3.0,Yes,184,6.0,4,M029,No,0,26-35,11-20,6-10
E00717,37,Male,Marketing,Brand Executive,Bangalore,Bachelor's,Full-Time,18,141000,2015-10-08,10.9,5.0,3.0,No,195,6.0,5,M113,No,0,36-45,11-20,11-20
E00718,32,Male,Customer Support,Support Executive,Bangalore,Bachelor's,Full-Time,11,108000,2019-09-02,7.0,4.0,4.0,No,141,6.0,3,M043,No,0,26-35,11-20,6-10
E00719,26,Male,IT,Software Engineer,Pune,Bachelor's,Full-Time,7,102000,2021-10-08,4.9,2.0,1.0,No,165,7.0,2,M092,Yes,1,26-35,6-10,3-5
E00720,54,Female,Operations,Operations Executive,Chennai,Bachelor's,Full-Time,31,194000,2008-09-01,18.0,4.0,3.0,No,161,13.0,2,M085,No,0,46-55,21+,11-20
E00721,31,Female,Customer Support,Customer Success Associate,Hyderabad,Bachelor's,Full-Time,8,85000,2021-03-03,5.5,4.0,5.0,Yes,183,6.0,1,M102,No,0,26-35,6-10,6-10
E00722,21,Male,Sales,Account Manager,Bangalore,Bachelor's,Full-Time,0,62000,2026-06-20,0.2,3.0,3.0,No,125,8.0,5,M039,No,0,18-25,0-2,0-2
E00723,28,Male,IT,Data Analyst,Bangalore,MBA,Full-Time,6,110000,2021-11-13,4.8,3.0,2.0,No,201,8.0,5,M011,No,0,26-35,6-10,3-5
E00724,25,Female,Operations,Process Associate,Bangalore,Bachelor's,Part-Time,2,39000,2025-05-15,1.3,2.0,2.0,No,166,8.0,8,M096,Yes,1,18-25,0-2,0-2
E00725,40,Male,HR,HR Manager,Bangalore,Bachelor's,Full-Time,21,133000,2014-04-08,12.4,5.0,4.0,No,184,7.0,4,M027,No,0,36-45,21+,11-20
E00726,36,Male,Marketing,Marketing Executive,Noida,Master's,Full-Time,13,120000,2017-06-20,9.2,5.0,5.0,No,167,12.0,1,M024,No,0,36-45,11-20,6-10
E00727,37,Male,IT,Software Engineer,Mumbai,Bachelor's,Full-Time,13,129000,2018-06-20,8.2,4.0,5.0,No,177,5.0,4,M037,Yes,1,36-45,11-20,6-10
E00728,31,Male,Marketing,Brand Executive,Delhi,Bachelor's,Full-Time,14,120000,2019-11-14,6.8,5.0,5.0,No,126,3.0,3,M065,No,0,26-35,11-20,6-10
E00729,32,Male,Sales,Sales Executive,Bangalore,Bachelor's,Full-Time,9,98000,2021-04-08,5.4,3.0,3.0,No,161,9.0,2,M032,Yes,1,26-35,6-10,6-10
E00730,31,Male,IT,IT Support,Mumbai,MBA,Full-Time,9,119000,2019-01-26,7.6,3.0,4.0,No,183,12.0,3,M053,No,0,26-35,6-10,6-10
E00731,33,Male,IT,IT Support,Hyderabad,MBA,Full-Time,12,127000,2021-01-25,5.6,3.0,2.0,No,173,10.0,9,M001,Yes,1,26-35,11-20,6-10
E00732,40,Male,Marketing,Digital Marketing Analyst,Hyderabad,Bachelor's,Part-Time,15,74000,2015-10-08,10.9,4.0,5.0,No,139,8.0,1,M109,No,0,36-45,11-20,11-20
E00733,36,Female,Operations,Process Associate,Mumbai,Master's,Full-Time,17,136000,2013-04-08,13.4,5.0,5.0,No,169,6.0,4,M056,No,0,36-45,11-20,11-20
E00734,38,Male,HR,HR Analyst,Bangalore,Master's,Full-Time,18,145000,2013-11-13,12.8,5.0,4.0,No,153,7.0,2,M034,No,0,36-45,11-20,11-20
E00735,37,Male,Sales,Business Development Executive,Delhi,Master's,Full-Time,19,154000,2013-10-08,12.9,4.0,5.0,No,152,6.0,5,M082,Yes,1,36-45,11-20,11-20
E00736,40,Male,Customer Support,Customer Success Associate,Mumbai,Master's,Full-Time,16,127000,2014-12-20,11.7,3.0,3.0,Yes,141,12.0,3,M029,No,0,36-45,11-20,11-20
E00737,36,Female,Finance,Financial Analyst,Mumbai,Master's,Full-Time,14,127000,2017-12-20,8.7,2.0,2.0,No,179,3.0,3,M006,No,0,36-45,11-20,6-10
E00738,37,Female,Marketing,Digital Marketing Analyst,Lucknow,Bachelor's,Full-Time,15,113000,2019-05-15,7.3,4.0,5.0,No,188,10.0,5,M057,Yes,1,36-45,11-20,6-10
E00739,42,Female,Finance,Audit Associate,Pune,Bachelor's,Full-Time,21,180000,2009-03-03,17.5,5.0,4.0,Yes,206,7.0,2,M095,No,0,36-45,21+,11-20
E00740,29,Male,Finance,Accountant,Hyderabad,Bachelor's,Full-Time,3,70000,2024-10-08,1.9,3.0,4.0,No,141,8.0,3,M014,No,0,26-35,3-5,0-2
E00741,28,Female,Finance,Audit Associate,Delhi,MBA,Full-Time,6,101000,2022-05-15,4.3,5.0,5.0,No,182,9.0,2,M075,No,0,26-35,6-10,3-5
E00742,26,Female,Sales,Account Manager,Delhi,Master's,Full-Time,0,76000,2026-06-20,0.2,2.0,2.0,No,183,9.0,5,M069,No,0,26-35,0-2,0-2
E00743,35,Male,Operations,Operations Executive,Hyderabad,MBA,Full-Time,14,132000,2020-01-26,6.6,3.0,3.0,No,158,8.0,1,M062,No,0,26-35,11-20,6-10
E00744,21,Male,HR,HR Manager,Pune,PhD,Full-Time,0,83000,2026-06-20,0.2,2.0,4.0,Yes,151,8.0,4,M086,No,0,18-25,0-2,0-2
E00745,37,Male,Sales,Sales Manager,Pune,Bachelor's,Full-Time,10,100000,2018-12-20,7.7,3.0,4.0,No,148,7.0,1,M051,Yes,1,36-45,6-10,6-10
E00746,33,Female,Customer Support,Support Analyst,Bangalore,Master's,Full-Time,13,118000,2020-01-26,6.6,4.0,3.0,No,159,6.0,4,M013,Yes,1,26-35,11-20,6-10
E00747,42,Male,Finance,Finance Manager,Hyderabad,Master's,Part-Time,19,98000,2010-09-01,16.0,4.0,3.0,No,172,9.0,5,M076,No,0,36-45,11-20,11-20
E00748,29,Male,HR,HR Analyst,Delhi,PhD,Part-Time,5,59000,2022-12-20,3.7,2.0,2.0,No,192,6.0,4,M105,No,0,26-35,3-5,3-5
E00749,33,Female,Customer Support,Team Lead,Noida,PhD,Full-Time,14,131000,2017-10-08,8.9,4.0,3.0,No,188,10.0,4,M004,No,0,26-35,11-20,6-10
E00750,42,Female,Operations,Process Associate,Pune,Master's,Full-Time,21,165000,2012-01-26,14.6,3.0,3.0,No,139,8.0,2,M038,No,0,36-45,21+,11-20
E00751,44,Female,IT,Data Engineer,Hyderabad,Bachelor's,Full-Time,24,173000,2014-11-14,11.8,3.0,3.0,Yes,154,13.0,10,M004,No,0,36-45,21+,11-20
E00752,29,Female,Customer Support,Customer Success Associate,Bangalore,MBA,Full-Time,7,93000,2021-12-20,4.7,2.0,3.0,No,191,8.0,3,M030,No,0,26-35,6-10,3-5
E00753,35,Male,Operations,Process Associate,Hyderabad,Unknown,Full-Time,20,152000,2017-01-25,9.6,4.0,3.0,No,155,7.0,2,M054,No,0,26-35,11-20,6-10
E00754,36,Female,Sales,Sales Manager,Bangalore,MBA,Full-Time,12,133000,2018-09-01,8.0,4.0,4.0,No,167,10.0,11,M065,No,0,36-45,11-20,6-10
E00755,37,Male,IT,IT Support,Delhi,MBA,Full-Time,19,178000,2013-11-13,12.8,5.0,2.0,No,137,8.0,6,M061,No,0,36-45,11-20,11-20
E00756,32,Female,Marketing,Brand Executive,Bangalore,Bachelor's,Full-Time,10,89000,2018-09-01,8.0,4.0,4.0,Yes,189,17.0,2,M049,No,0,26-35,6-10,6-10
E00757,43,Male,Operations,Operations Executive,Pune,Master's,Full-Time,17,147000,2014-01-25,12.6,5.0,5.0,Yes,134,7.0,3,M031,Yes,1,36-45,11-20,11-20
E00758,21,Other,HR,Recruiter,Mumbai,Bachelor's,Full-Time,0,65000,2026-06-20,0.2,3.0,2.0,No,138,7.0,2,M113,No,0,18-25,0-2,0-2
E00759,31,Female,Customer Support,Team Lead,Delhi,Bachelor's,Full-Time,10,86000,2018-07-27,8.1,3.0,4.0,No,187,8.0,3,M042,No,0,26-35,6-10,6-10
E00760,37,Female,Marketing,Digital Marketing Analyst,Noida,Bachelor's,Full-Time,12,116000,2018-06-20,8.2,4.0,3.0,Yes,203,8.0,5,M050,No,0,36-45,11-20,6-10
E00761,37,Male,IT,BI Analyst,Mumbai,MBA,Full-Time,13,148000,2017-09-01,9.0,4.0,4.0,No,163,9.0,5,M023,No,0,36-45,11-20,6-10
E00762,43,Male,Sales,Sales Manager,Hyderabad,MBA,Full-Time,21,155000,2015-10-08,10.9,4.0,4.0,Yes,167,8.0,3,M078,No,0,36-45,21+,11-20
E00763,42,Female,Sales,Account Manager,Delhi,MBA,Full-Time,21,166000,2009-12-20,16.7,4.0,4.0,No,184,9.0,4,M099,No,0,36-45,21+,11-20
E00764,32,Male,Operations,Operations Executive,Bangalore,Bachelor's,Full-Time,4,83000,2023-05-15,3.3,3.0,3.0,No,173,7.0,5,M081,Yes,1,26-35,3-5,3-5
E00765,43,Female,IT,Software Engineer,Chennai,MBA,Full-Time,24,175000,2008-09-01,18.0,3.0,4.0,No,161,7.0,3,M060,No,0,36-45,21+,11-20
E00766,29,Male,HR,HR Manager,Bangalore,Master's,Full-Time,6,93000,2021-09-01,5.0,2.0,3.0,Yes,159,11.0,5,M032,No,0,26-35,6-10,3-5
E00767,41,Female,Operations,Process Associate,Delhi,Bachelor's,Full-Time,16,128000,2017-07-27,9.1,3.0,3.0,No,140,11.0,5,M056,No,0,36-45,11-20,6-10
E00768,47,Male,Customer Support,Support Analyst,Hyderabad,Bachelor's,Full-Time,27,158000,2008-09-01,18.0,4.0,4.0,No,172,9.0,6,M056,No,0,46-55,21+,11-20
E00769,43,Female,Sales,Business Development Executive,Pune,Bachelor's,Full-Time,21,142000,2013-01-25,13.6,3.0,3.0,No,166,8.0,4,M100,Yes,1,36-45,21+,11-20
E00770,35,Female,Marketing,Marketing Executive,Pune,MBA,Full-Time,16,141000,2018-06-20,8.2,3.0,3.0,No,160,10.0,2,M087,No,0,26-35,11-20,6-10
E00771,32,Male,IT,Data Engineer,Mumbai,Master's,Full-Time,11,134000,2018-10-08,7.9,4.0,3.0,No,150,6.0,7,M034,No,0,26-35,11-20,6-10
E00772,23,Male,Marketing,Marketing Executive,Bangalore,Master's,Full-Time,1,82000,2025-12-20,0.7,2.0,2.0,Yes,152,10.0,4,M111,No,0,18-25,0-2,0-2
E00773,36,Male,IT,Data Engineer,Pune,Bachelor's,Full-Time,14,123000,2018-10-08,7.9,3.0,3.0,No,179,9.0,4,M102,No,0,36-45,11-20,6-10
E00774,26,Male,Finance,Financial Analyst,Hyderabad,Master's,Full-Time,5,104000,2024-05-14,2.3,3.0,3.0,No,184,9.0,3,M041,No,0,26-35,3-5,3-5
E00775,28,Male,Marketing,Marketing Manager,Noida,Bachelor's,Full-Time,5,76000,2024-01-26,2.6,3.0,4.0,No,162,5.0,6,M039,No,0,26-35,3-5,3-5
E00776,26,Female,IT,Data Analyst,Chennai,Bachelor's,Full-Time,2,66000,2025-06-20,1.2,3.0,3.0,No,160,11.0,5,M086,No,0,26-35,0-2,0-2
E00777,31,Male,Sales,Business Development Executive,Noida,Master's,Full-Time,11,114000,2020-12-20,5.7,4.0,2.0,No,153,12.0,2,M042,No,0,26-35,11-20,6-10
E00778,34,Male,Operations,Operations Analyst,Hyderabad,Bachelor's,Full-Time,12,119000,2020-05-14,6.3,4.0,3.0,No,185,6.0,1,M066,No,0,26-35,11-20,6-10
E00779,36,Male,Operations,Operations Executive,Delhi,MBA,Full-Time,14,135000,2018-03-03,8.5,4.0,2.0,No,169,8.0,10,M020,Yes,1,36-45,11-20,6-10
E00780,30,Male,Operations,Operations Analyst,Chennai,Bachelor's,Full-Time,11,104000,2017-06-20,9.2,3.0,4.0,Yes,175,8.0,2,M014,Yes,1,26-35,11-20,6-10
E00781,41,Male,Operations,Operations Analyst,Delhi,Master's,Contract,19,111000,2012-04-08,14.4,3.0,2.0,No,174,13.0,7,M038,No,0,36-45,11-20,11-20
E00782,33,Female,HR,HR Analyst,Bangalore,Bachelor's,Full-Time,11,103000,2020-04-08,6.4,3.0,2.0,No,162,11.0,2,M037,No,0,26-35,11-20,6-10
E00783,28,Female,Sales,Sales Manager,Noida,Unknown,Contract,5,73000,2022-06-20,4.2,3.0,3.0,No,147,7.0,6,M037,No,0,26-35,3-5,3-5
E00784,36,Male,Sales,Sales Executive,Noida,Bachelor's,Full-Time,15,115000,2016-01-26,10.6,3.0,5.0,No,150,9.0,2,M116,Yes,1,36-45,11-20,11-20
E00785,48,Male,Sales,Sales Executive,Delhi,Bachelor's,Full-Time,27,172000,2009-07-27,17.1,4.0,3.0,No,188,7.0,3,M012,No,0,46-55,21+,11-20
E00786,36,Female,Customer Support,Support Analyst,Bangalore,MBA,Full-Time,16,129000,2016-06-20,10.2,3.0,3.0,Yes,155,11.0,4,M092,No,0,36-45,11-20,11-20
