Employee_ID,Age,Gender,Department,Job_Role,City,Education,Employment_Type,Experience_Years,Salary,Joining_Date,Tenure_Years,Performance_Rating,Job_Satisfaction,Overtime,Monthly_Work_Hours,Leave_Days,Absent_Days,Manager_ID,Attrition
E00545,35,Male,Operations,Operations Analyst,Chennai,Master's,Contract,13,107000,2017-04-08,9.4,4.0,5.0,No,177,7.0,5,M039,No
E00546,29,Male,Sales,Sales Executive,Pune,Bachelor's,Full-Time,4,87000,2024-03-02,2.5,3.0,4.0,No,166,10.0,3,M096,No
E00547,42,Female,IT,Data Analyst,Delhi,Bachelor's,Contract,22,119000,2016-04-08,10.4,5.0,4.0,No,171,11.0,3,M080,Yes
E00548,35,Male,Operations,Operations Analyst,Delhi,Bachelor's,Part-Time,13,66000,2016-01-26,10.6,3.0,5.0,No,153,9.0,7,M045,Yes
E00549,34,Female,HR,Recruiter,Delhi,Bachelor's,Full-Time,12,112000,2016-07-26,10.1,3.0,3.0,No,170,13.0,4,M013,No
E00550,35,Male,Operations,Operations Manager,Mumbai,Bachelor's,Full-Time,11,99000,2019-11-14,6.8,5.0,5.0,No,170,5.0,7,M020,No
E00551,27,Male,HR,HR Executive,Mumbai,Bachelor's,Full-Time,9,103000,2020-05-14,6.3,3.0,3.0,No,147,6.0,1,M058,No
E00552,30,Male,Marketing,Marketing Executive,Hyderabad,Bachelor's,Full-Time,15,132000,2017-03-03,9.5,4.0,5.0,No,180,8.0,4,M019,No
E00553,34,Female,HR,HR Executive,Mumbai,MBA,Full-Time,11,123000,2020-04-08,6.4,3.0,3.0,Yes,137,7.0,2,M075,No
E00554,33,Female,HR,HR Manager,Mumbai,Master's,Full-Time,12,129000,2020-11-13,5.8,4.0,4.0,Yes,171,10.0,6,M091,No
E00555,43,Female,Customer Support,Customer Success Associate,Pune,MBA,Full-Time,21,144000,2013-05-15,13.3,5.0,4.0,Yes,200,3.0,3,M080,No
E00556,36,Male,Finance,Finance Manager,Lucknow,Master's,Full-Time,13,140000,2016-07-26,10.1,4.0,4.0,No,180,6.0,6,M009,No
E00557,40,Male,IT,BI Analyst,Hyderabad,Bachelor's,Full-Time,16,133000,2019-05-15,7.3,3.0,4.0,No,180,6.0,3,M077,No
E00558,34,Male,IT,Software Engineer,Bangalore,Master's,Part-Time,9,65000,2020-07-26,6.1,4.0,4.0,No,152,10.0,2,M019,No
E00559,41,Male,Operations,Operations Manager,Bangalore,Bachelor's,Full-Time,16,130000,2013-11-13,12.8,5.0,4.0,No,200,10.0,5,M094,No
E00560,37,Male,Operations,Process Associate,Lucknow,Master's,Contract,16,116000,2018-01-25,8.6,4.0,5.0,No,193,9.0,2,M055,No
E00561,34,Female,Operations,Operations Manager,Mumbai,Bachelor's,Full-Time,11,109000,2020-11-13,5.8,3.0,4.0,No,153,4.0,6,M119,No
E00562,34,Male,Sales,Business Development Executive,Bangalore,PhD,Contract,6,82000,2022-01-25,4.6,1.0,2.0,Yes,159,9.0,4,M106,No
E00563,27,Female,IT,Data Engineer,Hyderabad,Bachelor's,Full-Time,6,100000,2023-05-15,3.3,3.0,2.0,No,191,5.0,6,M039,No
E00564,38,Male,IT,Software Engineer,Pune,Bachelor's,Full-Time,16,140000,2018-04-08,8.4,4.0,3.0,No,200,9.0,2,M017,No
E00565,34,Female,Sales,Sales Executive,Pune,MBA,Full-Time,15,127000,2017-09-01,9.0,3.0,4.0,No,145,3.0,6,M062,Yes
E00566,30,Male,Operations,Process Associate,Mumbai,Bachelor's,Full-Time,9,85000,2021-03-03,5.5,3.0,4.0,No,150,15.0,2,M094,No
E00567,42,Male,Finance,Finance Manager,Bangalore,Master's,Part-Time,16,89000,2013-11-13,12.8,3.0,4.0,Yes,165,2.0,2,M093,No
E00568,25,Male,Finance,Financial Analyst,Lucknow,Master's,Full-Time,0,78000,2026-06-20,0.2,3.0,2.0,Yes,129,5.0,6,M060,No
E00569,31,Male,Customer Support,Support Analyst,Mumbai,MBA,Contract,7,73000,2022-05-15,4.3,3.0,3.0,No,168,9.0,0,M042,Yes
E00570,41,Male,Sales,Business Development Executive,Pune,PhD,Full-Time,17,157000,2015-05-15,11.3,5.0,3.0,No,189,7.0,6,M002,No
E00571,36,Male,HR,HR Analyst,Pune,PhD,Full-Time,16,143000,2013-05-15,13.3,4.0,2.0,Yes,142,7.0,5,M050,No
E00572,34,Male,Marketing,Marketing Executive,Pune,Bachelor's,Part-Time,12,75000,2020-10-08,5.9,3.0,3.0,No,170,8.0,6,M112,No
E00573,36,Female,Finance,Audit Associate,Mumbai,MBA,Full-Time,17,150000,2017-07-27,9.1,4.0,4.0,Yes,158,4.0,4,M067,No
E00574,35,Female,Operations,Operations Analyst,Mumbai,Master's,Full-Time,10,125000,2018-04-08,8.4,2.0,3.0,No,198,9.0,5,M020,No
E00575,23,Female,Marketing,Marketing Executive,Hyderabad,Master's,Contract,3,67000,2024-03-02,2.5,4.0,3.0,No,158,10.0,2,M001,Yes
E00576,32,Male,Customer Support,Support Executive,Noida,Bachelor's,Contract,12,101000,2020-05-14,6.3,4.0,3.0,No,195,6.0,4,M005,Yes
E00577,45,Male,IT,Software Engineer,Lucknow,Master's,Contract,18,125000,2017-07-27,9.1,5.0,2.0,No,157,8.0,5,M097,No
E00578,29,Male,Customer Support,Support Executive,Bangalore,PhD,Contract,10,85000,2020-06-20,6.2,3.0,3.0,No,182,10.0,2,M039,Yes
E00579,32,Male,Finance,Audit Associate,Bangalore,MBA,Full-Time,10,114000,2021-12-20,4.7,3.0,3.0,Yes,173,9.0,6,M087,No
E00580,30,Male,Sales,Sales Manager,Lucknow,Bachelor's,Full-Time,9,87000,2020-04-08,6.4,3.0,5.0,Yes,166,7.0,1,M018,Yes
E00581,33,Male,Finance,Financial Analyst,Chennai,Bachelor's,Full-Time,9,97000,2022-05-15,4.3,3.0,4.0,No,154,9.0,2,M068,No
E00582,30,Male,Customer Support,Support Analyst,Noida,Bachelor's,Contract,11,69000,2021-06-20,5.2,3.0,3.0,No,174,8.0,3,M105,No
E00583,37,Male,Finance,Accountant,Mumbai,MBA,Full-Time,12,134000,2018-12-20,7.7,3.0,3.0,Yes,160,11.0,5,M097,No
E00584,35,Male,Sales,Business Development Executive,Hyderabad,Master's,Full-Time,15,129000,2014-03-03,12.5,3.0,2.0,Yes,156,12.0,5,M090,No
E00585,39,Female,Operations,Operations Analyst,Pune,Bachelor's,Full-Time,19,139000,2014-11-14,11.8,3.0,2.0,No,195,7.0,4,M022,Yes
E00586,27,Female,Sales,Sales Manager,Pune,Bachelor's,Full-Time,3,86000,2024-11-13,1.8,3.0,3.0,Yes,178,10.0,4,M030,Yes
E00587,32,Female,IT,Data Analyst,Delhi,Bachelor's,Full-Time,15,134000,2013-12-20,12.7,4.0,3.0,No,180,9.0,8,M090,No
E00588,32,Female,IT,IT Support,Bangalore,Bachelor's,Part-Time,11,92000,2019-05-15,7.3,3.0,2.0,No,161,9.0,5,M001,No
E00589,37,Male,IT,Software Engineer,Hyderabad,MBA,Full-Time,17,145000,2016-06-20,10.2,3.0,4.0,No,165,7.0,4,M070,Yes
E00590,28,Female,IT,Data Engineer,Mumbai,Master's,Full-Time,2,88000,2025-06-20,1.2,2.0,3.0,No,164,4.0,3,M081,No
E00591,40,Female,IT,BI Analyst,Delhi,Bachelor's,Full-Time,23,164000,2014-07-27,12.1,5.0,4.0,Yes,174,10.0,2,M095,No
E00592,42,Male,Operations,Process Associate,Lucknow,Master's,Full-Time,17,147000,2015-07-27,11.1,3.0,5.0,No,180,5.0,4,M112,No
E00593,27,Male,Sales,Sales Manager,Delhi,Bachelor's,Full-Time,8,75000,2021-09-01,5.0,4.0,2.0,No,167,9.0,5,M051,Yes
E00594,31,Female,Sales,Sales Executive,Noida,PhD,Full-Time,7,96000,2022-10-08,3.9,3.0,3.0,No,154,7.0,3,M068,No
E00595,30,Male,Customer Support,Customer Success Associate,Bangalore,Bachelor's,Part-Time,6,47000,2023-07-27,3.1,,2.0,No,182,11.0,4,M074,No
E00596,52,Female,Finance,Audit Associate,Pune,Bachelor's,Full-Time,32,216000,2008-09-01,18.0,5.0,4.0,No,169,12.0,3,M061,No
E00597,31,Male,Operations,Operations Analyst,Lucknow,Bachelor's,Full-Time,12,110000,2018-11-14,7.8,4.0,3.0,Yes,142,8.0,6,M048,No
E00598,46,Male,IT,Software Engineer,Bangalore,Master's,Full-Time,21,157000,2016-10-08,9.9,3.0,3.0,No,130,7.0,5,M053,No
E00599,25,Male,Sales,Sales Manager,Bangalore,Master's,Full-Time,6,85000,2023-07-27,3.1,3.0,3.0,No,173,5.0,2,M103,Yes
E00600,27,Male,IT,Data Analyst,Delhi,Master's,Full-Time,8,130000,2020-01-26,6.6,2.0,2.0,No,153,8.0,6,M034,Yes
E00601,29,Female,IT,BI Analyst,Bangalore,Bachelor's,Full-Time,5,87000,2023-05-15,3.3,4.0,2.0,Yes,176,7.0,2,M086,Yes
E00602,28,Other,Sales,Account Manager,Chennai,Bachelor's,Full-Time,10,96000,2021-11-13,4.8,3.0,2.0,No,154,10.0,9,M116,No
E00603,32,Male,IT,IT Support,Noida,Bachelor's,Full-Time,6,110000,2022-04-08,4.4,3.0,3.0,Yes,170,3.0,4,M086,No
E00604,29,Male,IT,BI Analyst,Delhi,Master's,Contract,5,89000,2024-04-08,2.4,3.0,3.0,Yes,161,7.0,7,M007,No
E00605,28,Female,IT,Data Engineer,Mumbai,Bachelor's,Full-Time,7,113000,2021-06-20,5.2,3.0,3.0,No,200,9.0,6,M039,No
E00606,42,Male,Finance,Finance Manager,Delhi,Master's,Full-Time,18,144000,2013-03-03,13.5,5.0,4.0,No,185,11.0,3,M037,No
E00607,43,Male,Sales,Sales Executive,Pune,MBA,Full-Time,22,153000,2011-01-26,15.6,5.0,4.0,No,192,4.0,2,M063,No
E00608,41,Male,Finance,Accountant,Bangalore,MBA,Part-Time,20,103000,2011-10-08,14.9,4.0,3.0,No,168,3.0,4,M055,No
E00609,38,Female,HR,HR Manager,Hyderabad,Bachelor's,Full-Time,16,130000,2018-11-14,7.8,4.0,3.0,No,183,7.0,4,M015,No
E00610,35,Female,Operations,Operations Manager,Pune,Bachelor's,Part-Time,15,78000,2015-07-27,11.1,4.0,5.0,No,170,9.0,4,M083,Yes
E00611,31,Male,IT,Data Analyst,Pune,Bachelor's,Full-Time,8,119000,2022-09-01,4.0,3.0,2.0,No,194,12.0,3,M074,No
E00612,27,Male,Marketing,Digital Marketing Analyst,Mumbai,Master's,Full-Time,6,82000,2023-03-03,3.5,5.0,4.0,Yes,167,9.0,4,M101,No
E00613,37,Female,Operations,Operations Manager,Pune,MBA,Full-Time,18,153000,2011-10-08,14.9,5.0,3.0,Yes,143,16.0,7,M101,No
E00614,26,Female,IT,Data Analyst,Bangalore,Bachelor's,Full-Time,6,87000,2022-10-08,3.9,3.0,3.0,Yes,132,7.0,3,M062,No
E00615,27,Male,Customer Support,Support Executive,Bangalore,Bachelor's,Full-Time,7,89000,2020-10-08,5.9,4.0,4.0,No,198,10.0,7,M114,No
E00616,42,Male,Customer Support,Customer Success Associate,Noida,MBA,Full-Time,17,131000,2018-05-15,8.3,5.0,4.0,No,177,8.0,4,M068,No
E00617,47,Female,IT,BI Analyst,Chennai,MBA,Contract,26,143000,2009-12-20,16.7,4.0,3.0,No,178,7.0,3,M110,No
E00618,37,Male,Sales,Sales Manager,Bangalore,Bachelor's,Part-Time,13,67000,2020-06-20,6.2,4.0,3.0,No,195,10.0,10,M050,No
E00619,42,Male,Marketing,Marketing Manager,Mumbai,Master's,Full-Time,17,130000,2014-10-08,11.9,5.0,3.0,No,138,7.0,4,M041,No
E00620,32,Male,Operations,Operations Manager,Mumbai,Bachelor's,Full-Time,10,100000,2021-11-13,4.8,3.0,4.0,No,162,9.0,4,M061,No
E00621,25,Male,Sales,Sales Executive,Mumbai,Bachelor's,Full-Time,1,59000,2026-03-03,0.5,4.0,5.0,Yes,164,7.0,2,M025,No
E00622,38,Female,Sales,Business Development Executive,Mumbai,MBA,Full-Time,18,157000,2016-09-01,10.0,4.0,3.0,No,181,8.0,0,M028,No
E00623,38,Male,Finance,Audit Associate,Bangalore,MBA,Full-Time,18,161000,2013-03-03,13.5,5.0,4.0,No,156,9.0,3,M113,No
E00624,35,Female,Finance,Finance Manager,Delhi,MBA,Contract,8,104000,2022-07-27,4.1,3.0,3.0,No,146,9.0,1,M108,No
E00625,32,Male,Operations,Process Associate,Chennai,Bachelor's,Contract,8,75000,2020-05-14,6.3,3.0,4.0,No,146,4.0,2,M082,Yes
E00626,41,Male,Finance,Financial Analyst,Hyderabad,MBA,Full-Time,15,148000,2019-03-03,7.5,4.0,4.0,Yes,189,5.0,7,M112,No
E00627,27,Male,Finance,Financial Analyst,Pune,Bachelor's,Full-Time,4,97000,2024-10-08,1.9,3.0,3.0,No,155,9.0,3,M120,No
E00628,29,Female,Operations,Operations Analyst,Bangalore,Bachelor's,Full-Time,8,86000,2021-10-08,4.9,3.0,3.0,No,158,8.0,5,M035,No
E00629,27,Female,IT,Data Analyst,Lucknow,Master's,Full-Time,4,84000,2023-04-09,3.4,4.0,3.0,No,179,9.0,0,M083,No
E00630,35,Male,Sales,Account Manager,Noida,Bachelor's,Full-Time,12,114000,2020-10-08,5.9,2.0,2.0,No,155,3.0,4,M106,No
E00631,26,Female,Operations,Process Associate,Chennai,MBA,Full-Time,7,87000,2023-04-09,3.4,2.0,3.0,Yes,137,5.0,2,M118,Yes
E00632,29,Male,Customer Support,Customer Success Associate,Chennai,Master's,Full-Time,1,87000,2025-11-13,0.8,2.0,2.0,No,140,8.0,2,M053,No
E00633,29,Female,HR,HR Analyst,Lucknow,Bachelor's,Full-Time,10,115000,2020-12-20,5.7,3.0,3.0,Yes,167,4.0,3,M084,No
E00634,32,Male,HR,Recruiter,Hyderabad,Bachelor's,Full-Time,9,117000,2020-01-26,6.6,4.0,5.0,No,177,5.0,4,M039,No
E00635,24,Female,IT,IT Support,Mumbai,Bachelor's,Full-Time,2,81000,2025-07-27,1.1,4.0,4.0,No,164,,0,M097,No
E00636,35,Male,Finance,Accountant,Pune,Bachelor's,Contract,12,97000,2019-01-26,7.6,4.0,4.0,No,176,13.0,1,M059,No
E00637,43,Male,HR,HR Executive,Chennai,Master's,Full-Time,25,170000,2012-10-08,13.9,4.0,5.0,Yes,139,9.0,6,M065,No
E00638,35,Female,Sales,Sales Manager,Chennai,MBA,Full-Time,10,124000,2020-05-14,6.3,4.0,3.0,No,140,9.0,2,M111,No
E00639,45,Male,Sales,Business Development Executive,Hyderabad,Bachelor's,Full-Time,23,148000,2009-04-08,17.4,3.0,3.0,No,209,5.0,2,M001,No
E00640,43,Male,Finance,Financial Analyst,Bangalore,Bachelor's,Full-Time,22,138000,2010-01-25,16.6,5.0,4.0,Yes,190,7.0,2,M120,No
E00641,39,Male,IT,BI Analyst,Delhi,Master's,Full-Time,13,128000,2018-03-03,8.5,3.0,2.0,Yes,182,5.0,1,M105,Yes
E00642,35,Female,Sales,Business Development Executive,Lucknow,MBA,Part-Time,11,61000,2017-09-01,9.0,3.0,2.0,No,156,14.0,3,M110,Yes
E00643,34,Female,Sales,Business Development Executive,Hyderabad,Bachelor's,Full-Time,12,126000,2019-12-20,6.7,3.0,4.0,Yes,164,8.0,2,M045,Yes
E00644,39,Male,Sales,Sales Executive,Hyderabad,Bachelor's,Contract,15,114000,2018-06-20,8.2,3.0,3.0,Yes,168,8.0,4,M019,Yes
E00645,31,Female,IT,BI Analyst,Mumbai,Master's,Full-Time,7,98000,2021-10-08,4.9,5.0,5.0,No,192,6.0,2,M048,No
E00646,21,Male,Customer Support,Support Analyst,Delhi,Bachelor's,Full-Time,0,64000,2026-06-20,0.2,3.0,4.0,Yes,175,6.0,2,M049,No
E00647,37,Male,Operations,Operations Analyst,Noida,Bachelor's,Part-Time,17,89000,2018-09-01,8.0,5.0,3.0,No,177,7.0,6,M073,Yes
E00648,26,Female,Operations,Operations Executive,Pune,Master's,Part-Time,3,35000,2024-07-26,2.1,2.0,4.0,No,165,9.0,4,M014,No
E00649,27,Male,Marketing,Digital Marketing Analyst,Chennai,Master's,Contract,8,79000,2021-11-13,4.8,3.0,3.0,No,182,2.0,5,M067,No
E00650,34,Male,Finance,Accountant,Delhi,Master's,Full-Time,10,114000,2019-03-03,7.5,4.0,5.0,Yes,173,12.0,4,M030,Yes
E00651,33,Male,IT,Software Engineer,Pune,Master's,Contract,8,96000,2020-06-20,6.2,3.0,3.0,No,169,8.0,5,M105,No
E00652,24,Female,HR,HR Manager,Mumbai,Master's,Full-Time,7,87000,2021-12-20,4.7,2.0,2.0,No,155,6.0,6,M116,No
E00653,35,Male,Operations,Operations Executive,Pune,Bachelor's,Part-Time,11,64000,2021-09-01,5.0,4.0,3.0,No,166,9.0,5,M065,No
E00654,41,Female,Operations,Process Associate,Delhi,Bachelor's,Full-Time,16,119000,2015-05-15,11.3,4.0,3.0,No,149,14.0,4,M069,No
E00655,26,Female,Finance,Accountant,Delhi,Bachelor's,Full-Time,0,72000,2026-06-20,0.2,2.0,2.0,No,167,5.0,3,M087,Yes
E00656,43,Male,IT,BI Analyst,Pune,Bachelor's,Contract,24,133000,2013-06-20,13.2,3.0,3.0,No,170,3.0,7,M006,No
E00657,23,Female,Sales,Account Manager,Lucknow,Master's,Full-Time,0,66000,2026-06-20,0.2,3.0,4.0,Yes,125,5.0,4,M084,Yes
E00658,49,Male,Finance,Financial Analyst,Bangalore,MBA,Full-Time,26,187000,2008-09-01,18.0,5.0,5.0,No,164,12.0,6,M046,No
E00659,31,Male,Operations,Operations Manager,Chennai,PhD,Full-Time,9,132000,2021-07-27,5.1,3.0,2.0,No,147,7.0,6,M042,No
E00660,35,Female,HR,HR Executive,Mumbai,Master's,Full-Time,16,132000,2018-01-25,8.6,4.0,5.0,No,177,3.0,4,M072,No
E00661,21,Female,Sales,Account Manager,Delhi,Bachelor's,Full-Time,0,53000,2026-06-20,0.2,4.0,3.0,No,179,11.0,2,M061,No
E00662,34,Male,Customer Support,Support Executive,Bangalore,Bachelor's,Full-Time,18,133000,2014-07-27,12.1,3.0,4.0,No,160,6.0,6,M031,No
E00663,36,Male,Operations,Process Associate,Mumbai,MBA,Part-Time,14,79000,2015-01-26,11.6,3.0,2.0,No,178,9.0,2,M079,No
E00664,33,Male,Sales,Sales Manager,Hyderabad,Master's,Full-Time,14,117000,2016-12-20,9.7,3.0,4.0,No,179,4.0,4,M026,No
E00665,30,Male,IT,Data Engineer,Bangalore,Master's,Full-Time,10,143000,2020-12-20,5.7,4.0,2.0,No,164,6.0,4,M058,No
E00666,27,Male,IT,BI Analyst,Hyderabad,MBA,Full-Time,5,102000,2023-03-03,3.5,4.0,4.0,Yes,196,7.0,4,M033,No
E00667,42,Male,Sales,Account Manager,Lucknow,Master's,Full-Time,19,147000,2013-05-15,13.3,4.0,4.0,No,155,10.0,2,M112,No
E00668,34,Female,IT,Software Engineer,Bangalore,MBA,Full-Time,13,140000,2017-09-01,9.0,3.0,3.0,No,194,6.0,5,M052,No
E00669,45,Male,Sales,Sales Manager,Chennai,Bachelor's,Full-Time,24,178000,2014-05-15,12.3,4.0,3.0,No,164,6.0,5,M103,Yes
E00670,30,Male,Sales,Sales Executive,Delhi,Master's,Full-Time,7,85000,2021-10-08,4.9,3.0,4.0,No,153,8.0,4,M032,No
E00671,31,Female,IT,Data Engineer,Pune,MBA,Contract,9,97000,2021-01-25,5.6,3.0,4.0,No,162,9.0,3,M054,Yes
E00672,40,Female,Customer Support,Support Analyst,Mumbai,Bachelor's,Full-Time,21,159000,2017-01-25,9.6,4.0,3.0,No,148,7.0,4,M001,Yes
E00673,23,Male,IT,Software Engineer,Bangalore,Master's,Full-Time,6,107000,2022-09-01,4.0,4.0,4.0,No,182,7.0,3,M005,No
E00674,26,Male,HR,HR Analyst,Bangalore,Bachelor's,Full-Time,6,74000,2021-07-27,5.1,4.0,4.0,No,139,15.0,3,M022,No
E00675,42,Female,Finance,Finance Manager,Bangalore,PhD,Full-Time,25,185000,2011-12-20,14.7,4.0,4.0,No,193,12.0,7,M095,No
E00676,26,Male,Customer Support,Support Analyst,Bangalore,Bachelor's,Full-Time,2,62000,2024-12-20,1.7,3.0,3.0,Yes,151,4.0,3,M106,No
E00677,21,Male,IT,Data Engineer,Pune,Master's,Part-Time,1,65000,2026-03-03,0.5,3.0,3.0,Yes,183,8.0,1,M117,No
E00678,47,Female,Finance,Accountant,Noida,Bachelor's,Full-Time,28,183000,2008-09-01,18.0,3.0,4.0,Yes,168,8.0,2,M005,No
E00679,24,Male,Customer Support,Customer Success Associate,Chennai,Master's,Full-Time,0,68000,2026-06-20,0.2,3.0,3.0,Yes,173,8.0,1,M008,No
E00680,35,Male,Marketing,Marketing Manager,Pune,Bachelor's,Full-Time,12,100000,2019-12-20,6.7,3.0,2.0,No,157,7.0,2,M070,No
E00681,34,Male,Marketing,Brand Executive,Bangalore,Bachelor's,Full-Time,16,117000,2015-10-08,10.9,3.0,3.0,No,174,4.0,3,M063,No
E00682,21,Male,Sales,Sales Manager,Mumbai,Bachelor's,Contract,0,44000,2026-06-20,0.2,3.0,4.0,Yes,170,8.0,7,M010,No
E00683,32,Male,IT,IT Support,Mumbai,MBA,Full-Time,7,126000,2021-05-15,5.3,3.0,,No,142,7.0,4,M110,No
E00684,37,Other,Operations,Operations Manager,Mumbai,Bachelor's,Full-Time,19,138000,2013-06-20,13.2,4.0,4.0,No,151,6.0,7,M062,No
E00685,36,Male,Customer Support,Support Executive,Hyderabad,Bachelor's,Full-Time,17,126000,2014-12-20,11.7,4.0,4.0,No,158,7.0,2,M040,Yes
E00686,40,Male,HR,HR Manager,Hyderabad,MBA,Full-Time,19,154000,2011-03-03,15.5,3.0,4.0,Yes,154,8.0,1,M102,Yes
E00687,31,Male,HR,Recruiter,Delhi,Bachelor's,Full-Time,9,108000,2020-12-20,5.7,3.0,3.0,Yes,191,6.0,6,M105,No
E00688,39,Female,Sales,Sales Manager,Delhi,MBA,Full-Time,16,136000,2018-01-25,8.6,2.0,2.0,No,168,10.0,4,M047,No
E00689,29,Male,Operations,Operations Analyst,Chennai,Bachelor's,Full-Time,8,98000,2022-07-27,4.1,4.0,5.0,No,154,10.0,4,M080,Yes
E00690,24,Male,Sales,Sales Manager,Chennai,Master's,Full-Time,6,89000,2022-12-20,3.7,2.0,2.0,Yes,159,9.0,6,M056,No
E00691,25,Female,Sales,Business Development Executive,Mumbai,Bachelor's,Full-Time,4,97000,2023-10-08,2.9,3.0,4.0,No,159,12.0,6,M028,No
E00692,24,Male,Finance,Accountant,Noida,Bachelor's,Full-Time,7,90000,2023-05-15,3.3,4.0,5.0,No,163,8.0,6,M056,No
E00693,41,Male,HR,HR Analyst,Lucknow,Master's,Contract,17,102000,2018-03-03,8.5,4.0,4.0,No,149,11.0,4,M001,No
E00694,23,Male,Sales,Sales Executive,Mumbai,Master's,Full-Time,1,80000,2026-03-03,0.5,2.0,2.0,No,153,9.0,5,M110,Yes
E00695,36,Male,IT,IT Support,Delhi,MBA,Part-Time,13,87000,2017-10-08,8.9,4.0,4.0,No,182,8.0,4,M052,No
E00696,32,Male,Operations,Operations Manager,Hyderabad,Bachelor's,Full-Time,7,90000,2022-11-14,3.8,4.0,3.0,No,171,12.0,2,M082,No
E00697,33,Female,Sales,Sales Manager,Lucknow,Bachelor's,Contract,11,86000,2020-12-20,5.7,3.0,3.0,No,165,8.0,4,M062,No
E00698,44,Male,Operations,Operations Manager,Noida,Bachelor's,Full-Time,23,145000,2010-11-14,15.8,4.0,4.0,No,168,7.0,5,M103,No
E00699,31,Male,IT,IT Support,Bangalore,PhD,Full-Time,10,147000,2019-03-03,7.5,3.0,4.0,No,167,3.0,5,M108,No
E00700,38,Male,Finance,Finance Manager,Delhi,Bachelor's,Full-Time,21,164000,2014-06-20,12.2,4.0,3.0,No,164,6.0,5,M042,No
E00701,34,Male,HR,HR Analyst,Hyderabad,Bachelor's,Full-Time,13,127000,2017-10-08,8.9,2.0,3.0,No,177,9.0,2,M047,No
E00702,33,Male,IT,Data Engineer,Hyderabad,Bachelor's,Full-Time,14,126000,2019-11-14,6.8,3.0,3.0,No,176,9.0,0,M118,No
E00703,50,Female,Sales,Sales Manager,Bangalore,Master's,Full-Time,28,192000,2008-09-01,18.0,5.0,5.0,No,140,10.0,3,M103,No
E00704,24,Male,IT,Software Engineer,Noida,Bachelor's,Contract,6,78000,2023-03-03,3.5,2.0,3.0,No,166,13.0,9,M037,No
E00705,43,Female,IT,BI Analyst,Pune,MBA,Full-Time,27,208000,2008-09-01,18.0,4.0,3.0,No,141,7.0,6,M011,No
E00706,39,Male,Customer Support,Support Analyst,Noida,Bachelor's,Full-Time,18,138000,2011-07-27,15.1,3.0,2.0,No,179,4.0,0,M067,Yes
E00707,31,Male,Sales,Business Development Executive,Noida,MBA,Full-Time,7,105000,2021-05-15,5.3,4.0,4.0,Yes,182,12.0,3,M029,Yes
E00708,45,Male,Marketing,Marketing Executive,Chennai,Bachelor's,Full-Time,22,142000,2016-07-26,10.1,5.0,3.0,No,157,6.0,3,M004,No
E00709,21,Male,Sales,Sales Executive,Delhi,Master's,Full-Time,0,87000,2026-06-20,0.2,4.0,4.0,No,166,7.0,3,M095,No
E00710,30,Male,Operations,Process Associate,Pune,MBA,Full-Time,9,113000,2022-04-08,4.4,2.0,2.0,No,130,5.0,7,M011,No
E00711,26,Male,Operations,Process Associate,Bangalore,Bachelor's,Full-Time,6,78000,2021-11-13,4.8,4.0,3.0,No,186,6.0,4,M030,No
E00712,37,Female,Operations,Operations Analyst,Pune,PhD,Full-Time,16,147000,2014-05-15,12.3,5.0,3.0,Yes,181,9.0,1,M079,No
E00713,26,Male,Finance,Audit Associate,Bangalore,Bachelor's,Contract,4,53000,2023-04-09,3.4,3.0,4.0,No,189,5.0,1,M079,No
E00714,37,Male,Finance,Financial Analyst,Pune,MBA,Full-Time,13,144000,2017-09-01,9.0,4.0,4.0,No,195,7.0,4,M058,No
E00715,33,Male,Sales,Account Manager,Mumbai,Master's,Contract,12,81000,2018-10-08,7.9,3.0,4.0,No,146,10.0,2,M032,No
E00716,31,Male,Customer Support,Support Executive,Bangalore,Bachelor's,Full-Time,14,109000,2017-06-20,9.2,4.0,3.0,Yes,184,6.0,4,M029,No
E00717,37,Male,Marketing,Brand Executive,Bangalore,Bachelor's,Full-Time,18,141000,2015-10-08,10.9,5.0,3.0,No,195,6.0,5,M113,No
E00718,32,Male,Customer Support,Support Executive,Bangalore,Bachelor's,Full-Time,11,108000,2019-09-02,7.0,4.0,4.0,No,141,6.0,3,M043,No
E00719,26,Male,IT,Software Engineer,Pune,Bachelor's,Full-Time,7,102000,2021-10-08,4.9,2.0,1.0,No,165,7.0,2,M092,Yes
E00720,54,Female,Operations,Operations Executive,Chennai,Bachelor's,Full-Time,31,194000,2008-09-01,18.0,4.0,3.0,No,161,13.0,2,M085,No
E00721,31,Female,Customer Support,Customer Success Associate,Hyderabad,Bachelor's,Full-Time,8,85000,2021-03-03,5.5,4.0,5.0,Yes,183,6.0,1,M102,No
E00722,21,Male,Sales,Account Manager,Bangalore,Bachelor's,Full-Time,0,62000,2026-06-20,0.2,3.0,3.0,No,125,8.0,5,M039,No
E00723,28,Male,IT,Data Analyst,Bangalore,MBA,Full-Time,6,110000,2021-11-13,4.8,3.0,2.0,No,201,8.0,5,M011,No
E00724,25,Female,Operations,Process Associate,Bangalore,Bachelor's,Part-Time,2,39000,2025-05-15,1.3,2.0,2.0,No,166,8.0,8,M096,Yes
E00725,40,Male,HR,HR Manager,Bangalore,Bachelor's,Full-Time,21,133000,2014-04-08,12.4,5.0,4.0,No,184,7.0,4,M027,No
